OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
3343,"8670,8671,8669,8672,8668,340331,8673,8674",AIRPORT WAY S,447,N,1970/01/01 00:00:00+00,,,21000,,21000,Study - 13-15,,2827.42616266809
3344,11053,JAMES ST,652,Y,1970/01/01 00:00:00+00,,,14500,,14500,Estimate,,321.541553540788
3345,589799,MERCER ST,1134,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,322.352072206224
3346,"13539,13541,334593,653576,13540,519941",WESTLAKE AVE N,1973,N,2015/08/06 00:00:00+00,,,29547,27099,29500,Study - 13-15,,2037.10198030183
3347,"8954,8952,8953",AURORA AVE N,1954,N,1970/01/01 00:00:00+00,,,42000,,42000,Estimate,,727.832115023216
3348,"11517,11516,11518",M L KING JR WAY S,471,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,2028.97781457565
3349,"14937,14936",E YESLER WAY,597,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,646.368381630349
3350,"13335,13336,13334,19713,19712","WEST SEATTLE BR WB,S COLUMBIAN WAY",10,N,2015/04/02 00:00:00+00,,,11959,11112,12000,Study - 13-15,,3145.40634579746
3351,2030,15TH AVE NE,1399,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,84.0346638759236
3352,"13319,13320,10334","VIRGINIA ST,FAIRVIEW AVE",1013,Y,2015/03/04 00:00:00+00,,,6209,5417,6200,Study - 13-15,,672.518501977924
3353,14627,E PINE ST,964,B,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,271.301711136597
3354,13767,YESLER WAY,603,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,963.178478102034
3355,"11768,641627",MERCER ST,1131,N,1970/01/01 00:00:00+00,,,28000,,28000,Estimate,,966.043028057414
3356,"11827,11826,11828",MERIDIAN AVE N,1859,N,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,1323.49403410056
3357,"9429,9434,9430,9433",BROADWAY,654,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,1032.41009300085
3358,8766,SR99 NB,2023,N,2015/06/09 00:00:00+00,,,28793,27081,28800,Study - 13-15,WSDOT,1605.93511878488
3359,"14905,14902,14903,14901,14904",E UNION ST,857,N,2015/12/14 00:00:00+00,,,11016,10576,11000,Study - 13-15,,1606.0535261546
3360,"23587,23586,23585,23580,23581","W MERCER ST,W MERCER PL",1186,N,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,2170.73336170143
3361,"12666,12667,12665",ROOSEVELT WAY NE,1899,N,2015/07/21 00:00:00+00,,,19461,18391,19500,Study - 13-15,,1819.62250413867
3362,"20845,20846,20847",S MICHIGAN ST,220,N,1970/01/01 00:00:00+00,,,30000,,30000,Estimate,,911.390290717789
3363,13360,WALL ST,1055,Y,1970/01/01 00:00:00+00,,,5800,,5800,Estimate,,258.639379944488
3364,4632,30TH AVE NE,1873,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,607.077720372875
3365,11050,JAMES ST,624,Y,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,322.033595390079
3366,"13514,13513,13511,13512",WESTERN AVE,994,Y,2014/01/06 00:00:00+00,,,18397,16247,18400,Study - 13-15,,1231.51699373047
3367,"11425,11428,11426,11427,11429",LINDEN AVE N,1772,N,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,1324.15423007141
3368,9451,BROADWAY E,1083,N,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,426.144779272052
3369,8697,AIRPORT WAY S,228,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,1072.25540507969
3370,"21059,21053,21058,21054,21055,21057,21056",S OTHELLO ST,175,N,2015/08/26 00:00:00+00,,,8575,8366,8600,Study - 13-15,,2683.44794182401
3371,11971,NICKERSON ST,1281,N,1970/01/01 00:00:00+00,,,21000,,21000,Estimate,,479.880699569303
3372,13095,TERRACE ST,618,Y,2014/02/26 00:00:00+00,,,1594,1262,1600,Study - 13-15,,352.002082913108
3373,"11567,486836,487069,487065,487067,487294,487063,487292",M L KING JR WAY S,159,N,1970/01/01 00:00:00+00,,,9600,,9600,Estimate,,3448.39891772263
3374,"3459,3458,3460,3461",23RD AVE S,464,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,1688.53890037753
3375,"3959,3960",26TH AVE SW,88,N,2015/05/21 00:00:00+00,,,8392,8118,8400,Study - 13-15,,1334.52762521028
3376,9445,BROADWAY,873,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,621.564046449149
3377,163347,4TH AV SB OFF RP,2002,N,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,362.035102131222
3378,7884,6TH AVE,888,Y,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,426.158483709028
3379,"7534,7533,7536,7531,7535,7530,7532",51ST AVE S,67,N,2015/09/30 00:00:00+00,,,11529,5685,11500,Study - 13-15,,3904.55803944273
3380,"8278,10969,10968,10970","8TH AVE,HUBBELL PL",806,Y,2014/07/21 00:00:00+00,,,2862,2663,2900,Study - 13-15,,2389.12317190091
3381,"18065,18066",NE RAVENNA BLVD,1602,N,2014/10/21 00:00:00+00,,,4207,4083,4200,Study - 13-15,,872.65407632991
3382,"3554,3550,3555,3556,3549,3552,3553,3551,14516","24TH AVE E,EAST MONTLAKE PL E",1257,N,1970/01/01 00:00:00+00,,,21000,,21000,Estimate,,3002.18243695368
3383,13078,TAYLOR AVE N,1170,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,313.109306442783
3384,7226,5TH AVE,661,Y,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,306.871542013611
3385,23552,W MCGRAW ST,1233,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,330.591048314262
3386,2921,2ND AV SW TURN RP,190,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,281.594472005244
3387,10223,ELLIOTT AVE W,1093,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,97.1239006346907
3388,"2060,2070,2059,2065,2074,2061,2069,2078,2063,2073,2067,2066,2062,2076,2077,2068,2064,2071,2072,2075",15TH AVE NE,1841,N,2015/07/20 00:00:00+00,,,9189,8474,9200,Study - 13-15,,7666.24121332543
3389,19828,S DEARBORN ST,541,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,321.946107244429
3390,"12057,12056,12058,12055,1356,1355,1354,1357,23624,23627,23625,23628,23626","OLYMPIC WAY W,10TH AVE W,W OLYMPIC PL",1218,N,2015/03/17 00:00:00+00,,,5630,5182,5600,Study - 13-15,,4874.56519600022
3391,"8713,8714",S SPOKANE ST RP,2025,N,2015/06/09 00:00:00+00,,,4422,3623,4400,Study - 13-15,,1214.5423931371
3392,"13819,13822,13820,13821",E ALOHA ST,1176,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,1299.95840736778
3393,10387,FAUNTLEROY WAY SW,298,N,2014/11/10 00:00:00+00,,,17533,16803,17500,Study - 13-15,,676.328301487946
3394,"10487,10486,10488",FREMONT AVE N,1339,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,1353.9286578111
3395,17616,NE 80TH ST,1728,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,296.159990870857
3396,"1842,1841,1840,1844,1843",14TH AVE,701,N,2015/03/02 00:00:00+00,,,7697,6885,7700,Study - 13-15,,1644.01126060053
3397,"15655,15653,15654,15656,16921,16920","N 50TH ST,NE 50TH ST",1521,N,2015/08/31 00:00:00+00,,,24608,23562,24600,Study - 13-15,,1871.01582636316
3398,"2120,10935",15TH AVE NW,1789,N,1970/01/01 00:00:00+00,,,31000,,31000,Estimate,,930.229288369038
3399,"17841,17842",NE 92ND ST,1795,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,1322.56263074824
3400,6133,4TH AVE,847,Y,1970/01/01 00:00:00+00,,,22000,,22000,Estimate,,427.434758497511
3401,"20036,20035,20034",S FOREST ST,431,N,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,766.696426788987
3402,2924,2ND AV ET S,576,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,332.537282024552
3403,8554,9TH AVE NE,1711,N,2015/11/17 00:00:00+00,,,9975,9376,10000,Study - 13-15,,195.478867445605
3404,"15162,15164,15163",N 130TH ST,1905,N,2015/06/18 00:00:00+00,,,20800,19596,20800,Study - 13-15,,2656.52052614468
3405,13201,UNIVERSITY ST,749,Y,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,322.134682205078
3406,"6139,6138,6140",4TH AVE,988,Y,2015/03/03 00:00:00+00,,,13632,12735,13600,Study - 13-15,,1278.25870715453
3407,13386,WALLINGFORD AVE N,1740,N,2015/11/17 00:00:00+00,,,4216,3951,4200,Study - 13-15,,504.772374763646
3408,"15151,10055","N 128TH ST,DENSMORE AVE N",1897,N,1970/01/01 00:00:00+00,,,3700,,3700,Estimate,,1723.92597766524
3409,11761,MERCER ST,1139,N,1970/01/01 00:00:00+00,,,18114,,18100,Study - 13-15,,321.890147841474
3410,21690,SW ADMIRAL WAY,2013,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,285.038872993019
3411,"15558,15560,15559",N 46TH ST,1475,N,1970/01/01 00:00:00+00,,,23500,,23500,Estimate,,972.559578015793
3412,11411,LINDEN AVE N,1660,N,1970/01/01 00:00:00+00,,,2300,,2300,Estimate,,393.069040062287
3413,"9812,9811",CORLISS WAY N,1767,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,1070.58948977897
3414,"3449,3447,3446,3448,3445,3444",23RD AVE S,554,N,2015/03/09 00:00:00+00,,,26490,0,26500,Study - 13-15,,2717.91433333381
3415,"4564,4567,4565,4566,4568",3RD AVE W,1315,N,2013/09/26 00:00:00+00,,,6689,6339,6700,Study - 13-15,,1683.17290043647
3416,17256,NE 65TH ST,1634,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,117.916649054006
3417,"9572,9568,9573,9578,9571,9575,9570,9574,9566,9577,9576,9567,9569",CALIFORNIA AVE SW,212,N,2014/02/19 00:00:00+00,,,9424,9161,9400,Study - 13-15,,4093.63632189796
3418,9660,CHERRY ST,638,Y,1970/01/01 00:00:00+00,,,5200,,5200,Estimate,,322.015688473937
3419,"167265,167266,167338,167339",BEACON AVE S,255,N,2013/03/26 00:00:00+00,,,5922,6055,5900,Study - 13-15,,1728.973199706
3420,12903,STEWART ST,929,Y,1970/01/01 00:00:00+00,,,10500,,10500,Estimate,,322.376636473685
3421,"15165,15167,15166",N 130TH ST,1903,N,1970/01/01 00:00:00+00,,,21500,,21500,Estimate,,1296.09404859487
3422,7241,5TH AVE,879,Y,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,159.455718055484
3423,13354,WALL ST,946,Y,1970/01/01 00:00:00+00,,,5800,,5800,Estimate,,322.114231561372
3424,2759,2ND AVE,820,Y,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,296.083064324203
3425,"10899,10898",HIGHLAND PARK WAY SW,195,N,2015/09/16 00:00:00+00,,,19379,18037,19400,Study - 13-15,,2994.78920971083
3426,12259,PREFONTAINE PL S,608,Y,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,450.718372936752
3427,"18123,18124,18128,18125,18126,18127,18121,18122,2126","NW 100TH ST,15TH AVE NW",1817,N,2013/10/28 00:00:00+00,,,5400,5167,5400,Study - 13-15,,3570.95258475471
3428,11585,MADISON ST,721,Y,1970/01/01 00:00:00+00,,,10300,,10300,Study - 13-15,,322.282933507722
3429,"8489,8487,8490,8488,23669,23324,23325","8TH AVE W,W RAYE ST,W FULTON ST",1276,N,2015/11/17 00:00:00+00,,,4699,4390,4700,Study - 13-15,,1694.92627893704
3430,"16925,16924",NE 50TH ST,1517,N,1970/01/01 00:00:00+00,,,29500,,29500,Estimate,,540.039236913883
3431,"2096,2089,2092,2094,2093,2087,2088,2090,2095,2091",15TH AVE NE,1922,N,2015/05/20 00:00:00+00,,,16860,15675,16900,Study - 13-15,,5302.9835827512
3432,"16872,11692,7078,7076,7075,7077,16758,16759,16763,16765,16766,16760,16762,16764,16761,16767","NE 45TH ST,MARY GATES MEMORIAL DR NE,48TH AVE NE,NE 41ST ST",1429,N,2015/10/22 00:00:00+00,,,3923,3565,3900,Study - 13-15,,5779.8082999509
3433,16937,NE 50TH ST,1501,N,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,49.2057591458277
3434,"1093,1092,1091",1ST AVE NE,1815,N,1970/01/01 00:00:00+00,,,7800,,7800,Estimate,,1990.08571283079
3435,"8164,8166,8165",7TH AVE,1025,Y,2015/03/04 00:00:00+00,,,4136,3718,4100,Study - 13-15,,1197.79467763008
3436,"9227,9219,9217,9220,9218,9221,9223,9224,9222","BELLEVUE PL E,BELLEVUE AVE E",1180,N,2013/10/23 00:00:00+00,,,3551,3527,3600,Study - 13-15,,3254.18913895767
3437,"2049,2048,2052,2051,2050,2054,2053",15TH AVE NE,1706,N,2015/11/17 00:00:00+00,,,10089,9260,10100,Study - 13-15,,2680.44066465408
3438,"12310,12312,12313,12311,12309",QUEEN ANNE AVE N,1223,N,1970/01/01 00:00:00+00,,,10471,10701,10500,Study - 13-15,,2227.56804728288
3439,23582,W MERCER ST,1141,N,1970/01/01 00:00:00+00,,,9800,,9800,Study - 13-15,,322.18361352506
3440,7874,6TH AVE,690,Y,1970/01/01 00:00:00+00,,,19000,,19000,Estimate,,305.859163648887
3441,"9118,9119,9117",BEACON AVE S,457,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,845.829506079662
3442,"18042,664372,18034,18035,18036,163772","NE PACIFIC ST,NE NORTHLAKE WAY",1343,N,2013/10/01 00:00:00+00,,,19781,17294,19800,Study - 13-15,,1373.72122048259
3443,"20493,508085,20490,20489,20492,20491",S JACKSON ST,562,B,1970/01/01 00:00:00+00,,,14500,,14500,Estimate,,2254.47459835558
3444,6125,4TH AVE,710,Y,1970/01/01 00:00:00+00,,,18900,,18900,Study - 13-15,,306.055459792391
3445,13496,WESTERN AVE,627,Y,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,434.89331927739
3446,"11066,11065",JEFFERSON ST,691,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,643.853891894826
3447,"1290,14748","10TH AVE E,E ROY ST",1178,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,721.367406887189
3448,10349,FAIRVIEW AVE N,1123,N,2014/10/29 00:00:00+00,,,21292,19197,21300,Study - 13-15,,402.315111238134
3449,"9307,9308",BOREN AVE,692,B,2015/10/02 00:00:00+00,,,16208,14714,16200,Study - 13-15,,531.316340798822
3450,"17608,17609",NE 80TH ST,1734,N,1970/01/01 00:00:00+00,,,9500,,9500,Estimate,,529.460205354068
3451,"18086,18087,18089,18088",NE RAVENNA BLVD,1604,N,2015/04/27 00:00:00+00,,,4652,4606,4700,Study - 13-15,,950.886173533176
3452,12862,SPRING ST,725,Y,1970/01/01 00:00:00+00,,,7200,,7200,Estimate,,321.783254315129
3453,13077,TAYLOR AVE N,1151,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,313.722921408842
3454,9408,AURORA AV N NB OFF RP,1325,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,178.984440810463
3455,17462,NE 73RD ST,1942,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,252.108204019469
3456,"1292,1295,1293,1291,1298,1297,1296",10TH AVE E,1221,N,2015/08/21 00:00:00+00,,,13771,12966,13800,Study - 13-15,,3946.93024943427
3457,"158085,10019,10020",DENNY WAY,1041,B,2015/02/03 00:00:00+00,,,21524,20930,21500,Study - 13-15,,705.321886895135
3458,13337,WEST SEATTLE BR WB,2026,N,2014/04/29 00:00:00+00,,,50036,46875,50000,Study - 13-15,,1817.35248912276
3459,"22660,22661",SW OREGON ST,320,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,668.399420226881
3460,"15965,15967,15966",N 85TH ST,1770,N,1970/01/01 00:00:00+00,,,39000,,39000,Estimate,,1371.61430776289
3461,18619,NW 65TH ST,1652,N,2014/01/08 00:00:00+00,,,13640,12998,13600,Study - 13-15,,692.290101969871
3462,"12413,12415,12414,12416,12418,12409,12411,12417,12410,12412",RAINIER AVE S,171,N,1970/01/01 00:00:00+00,,,21954,22973,22000,Study - 13-15,,3940.44049850816
3463,13314,VIRGINIA ST,934,Y,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,321.924152854092
3464,"11466,11468,11469,11467",LOYAL WAY NW,1766,N,2013/08/19 00:00:00+00,,,933,930,900,Study - 13-15,,1931.24560467711
3465,"16935,16936",NE 50TH ST,1503,N,1970/01/01 00:00:00+00,,,8500,,8500,Estimate,,557.427529923909
3466,"12577,12576,12578",ROOSEVELT WAY N,1916,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,1611.07110035246
3467,"13521,13520",WESTERN AVE W,1094,N,1970/01/01 00:00:00+00,,,35000,,35000,Estimate,,648.076689661461
3468,"11551,11550,11549",M L KING JR WAY S,260,N,1970/01/01 00:00:00+00,,,20000,,20000,Estimate,,1985.80849585811
3469,13181,UNION ST,784,Y,1970/01/01 00:00:00+00,,,10500,,10500,Estimate,,321.929490122505
3470,"340533,8053",W SEA BR WB - 6TH AV RP,21,N,2015/04/02 00:00:00+00,,,1798,1586,1800,Study - 13-15,,899.422994873035
3471,7247,5TH AVE,1012,Y,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,306.77124291907
3472,"13815,13818,13816,13817",E ALOHA ST,1177,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,1086.54455758104
3473,12704,SAND POINT WAY NE,1473,N,2015/10/22 00:00:00+00,,,23346,20982,23300,Study - 13-15,,866.205538619237
3474,10011,DENNY WAY,1051,B,1970/01/01 00:00:00+00,,,26000,,26000,Estimate,,253.92234080847
3475,2748,2ND AVE,621,Y,1970/01/01 00:00:00+00,,,10500,,10500,Estimate,,251.61820431276
3476,10001,DENNY WAY,1070,B,1970/01/01 00:00:00+00,,,30000,,30000,Estimate,,364.837265780067
3477,23397,WEST GREEN LAKE DR N,1721,N,1970/01/01 00:00:00+00,,,11600,,11600,Estimate,,374.903984285375
3478,"10413,10414,10420,10416,10418,10417,10412,10411,10415,10419",FAUNTLEROY WAY SW,176,N,2015/12/02 00:00:00+00,,,11290,11091,11300,Study - 13-15,,4610.66559919627
3479,13501,WESTERN AVE,720,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,306.035898726606
3480,20484,S JACKSON ST,571,B,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,321.199959388149
3481,"9416,9417",BROAD ST,1096,N,2015/08/19 00:00:00+00,,,8514,9131,8500,Study - 13-15,,1098.30108365286
3482,"23618,23619",W NICKERSON ST,1405,N,1970/01/01 00:00:00+00,,,16500,,16500,Estimate,,731.102618684727
3483,17994,NE CAMPUS PKWY,1403,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,285.005152362379
3484,"2100,2101,2097,2099,2098",15TH AVE NW,1563,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,1319.41313556352
3485,"2768,2767,2766,2769",2ND AVE,1022,Y,1970/01/01 00:00:00+00,,,8800,,8800,Estimate,,1231.54592589369
3486,"8640,1501,23058,23059","9TH AVE W,11TH AVE W,W BARRETT ST",1291,N,2015/11/17 00:00:00+00,,,3332,3219,3300,Study - 13-15,,1499.26716579329
3487,11313,LATONA AVE NE,1695,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,285.342361729431
3488,8282,8TH AVE,949,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,446.682858197712
3489,8523,9TH AVE,974,Y,1970/01/01 00:00:00+00,,,3900,,3900,Estimate,,426.920417710761
3490,"2518,2517",17TH AVE NE,1498,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,1319.22212483516
3491,"4475,4472,4473,4476,4474",3RD AVE NW,1778,N,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,1344.61340104499
3492,"11266,11268,11263,11267,11265,11271,11272,11273,11264,11269,11270,11229","LAKESIDE AVE S,LAKE WASHINGTON BLVD S",481,N,2015/03/17 00:00:00+00,,,8066,7258,8100,Study - 13-15,,4925.10854900072
3493,"15422,15427,15424,15423,15425,15426,15421,16726","N 40TH ST,NE 40TH ST",1383,N,2015/09/18 00:00:00+00,,,12803,11972,12800,Study - 13-15,,2325.62771089274
3494,14725,E ROANOKE ST,1264,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,326.345401624359
3495,"20816,20815,20814",S MCCLELLAN ST,436,N,1970/01/01 00:00:00+00,,,9800,,9800,Study - 13-15,,787.671807154411
3496,"5375,5377,5380,5370,5379,5378,5369,5372,5374,5376,5371,5373",35TH AVE NE,1801,N,2014/01/07 00:00:00+00,,,16123,14922,16100,Study - 13-15,,2647.0871733247
3497,"13724,13725",SR99 NB ON RP,11,N,2015/06/09 00:00:00+00,,,25170,23766,25200,Study - 13-15,,2261.29564919588
3498,12863,SPRING ST,734,Y,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,322.260765863575
3499,6130,4TH AVE,802,Y,2015/07/07 00:00:00+00,,,20292,18726,20300,Study - 13-15,,425.870096644185
3500,"20777,20776,20778,20775",S MASSACHUSETTS ST,494,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,1121.40136699338
3501,"350551,2183,516437,10222","15TH AVE W,ELLIOTT AVE W",1990,N,1970/01/01 00:00:00+00,,,40000,,40000,Estimate,,856.211596560063
3502,"10095,10094,10093,10092",DEXTER AVE N,1278,N,2013/10/30 00:00:00+00,,,9121,8328,9100,Study - 13-15,,2646.39454967313
3503,"12911,12912",STEWART ST,1077,B,1970/01/01 00:00:00+00,,,24000,,24000,Estimate,,593.706133696183
3504,4383,3RD AVE,795,Y,2015/07/07 00:00:00+00,,,9132,4535,9100,Study - 13-15,,426.066326496013
3505,"4227,4228",28TH AVE W,1216,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,324.998445889925
3506,"13826,13823,13824,13825",E ALOHA ST,1174,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,1218.35758551522
3507,10568,FREMONT WAY N,1321,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,336.91673287937
3508,14355,E MADISON ST,1085,N,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,505.957645326608
3509,"8728,8730,8729",ALASKAN WAY,880,Y,1970/01/01 00:00:00+00,,,15308,14965,15300,Study - 13-15,,1584.91804822345
3510,"8994,8992,8993",AURORA AVE N,1904,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,1327.54552540881
3511,8277,8TH AVE,787,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,306.126671949445
3512,"10200,10201",ELLIOTT AVE,832,Y,2015/03/03 00:00:00+00,,,3363,3243,3400,Study - 13-15,,594.242604619715
3513,"1897,1898,1899,1903,1901,1895,1900,1896,1904,1902",14TH AVE NW,1649,N,2014/01/08 00:00:00+00,,,6862,6391,6900,Study - 13-15,,2658.98198775175
3514,"13189,13191,13190",UNIVERSITY BR,1962,N,1970/01/01 00:00:00+00,,,27691,30470,27700,Study - 13-15,,1601.90487702065
3515,"486587,11552,486569,11553,11554,11557,11556,486588",M L KING JR WAY S,208,N,2015/08/19 00:00:00+00,,,18605,18372,18600,Study - 13-15,,3456.60539537277
3516,"1358,1359",10TH AVE W,1238,N,2014/06/19 00:00:00+00,,,4173,4006,4200,Study - 13-15,,1328.55900860183
3517,"8708,8707",AIRPORT WAY S,2003,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,480.94282176447
3518,15356,N 38TH ST,1328,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,289.718293756042
3519,17989,NE CAMPUS PKWY,1386,N,1970/01/01 00:00:00+00,,,2700,,2700,Estimate,,278.949829168707
3520,"14947,14949,14950,14948,14951",E YESLER WAY,593,N,2013/10/16 00:00:00+00,,,8249,7579,8200,Study - 13-15,,1374.40533491306
3521,"19693,19696,19698,19694,19697,19695,19699",S COLUMBIAN WAY,323,N,2015/07/22 00:00:00+00,,,15724,14986,15700,Study - 13-15,,2887.64840163832
3522,"1959,1957,1958,1956,1960",14TH AVE S,127,N,2015/05/06 00:00:00+00,,,38988,33570,39000,Study - 13-15,,1535.01184231603
3523,12775,SENECA ST,767,Y,2015/12/01 00:00:00+00,,,9624,8894,9600,Study - 13-15,,321.605459166326
3524,6136,4TH AVE,886,Y,1970/01/01 00:00:00+00,,,16100,,16100,Study - 13-15,,426.049110237671
3525,"2044,2043",15TH AVE NE,1598,N,2015/01/08 00:00:00+00,,,4785,4358,4800,Study - 13-15,,328.324468562168
3526,2058,15TH AVE NE,1749,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,306.407030441304
3527,"16537,16538",NE 130TH ST,1901,N,1970/01/01 00:00:00+00,,,25500,,25500,Estimate,,845.483537425844
3528,"11718,336413,11719,11717,11715,11716,11714,336415,11720",MCGILVRA BLVD E,1145,N,2013/08/08 00:00:00+00,,,2215,2073,2200,Study - 13-15,,6150.95108072637
3529,13538,WESTLAKE AVE N,1188,N,1970/01/01 00:00:00+00,,,17367,,17400,Study - 13-15,,557.614866004772
3530,8651,SEATTLE BLVD S,539,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,403.121523754352
3531,"2107,2110,2111,2105,2109,2102,2108,2106,2103,2104",15TH AVE NW,1651,N,1970/01/01 00:00:00+00,,,35000,,35000,Estimate,,2672.01905461376
3532,8161,7TH AVE,961,Y,1970/01/01 00:00:00+00,,,9500,,9500,Estimate,,425.8738713411
3533,"15266,15265",N 145TH ST,1934,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,665.504846306359
3534,"10168,10169,334268,334269,10170",EASTLAKE AVE E,18,N,2014/10/29 00:00:00+00,,,6558,5593,6600,Study - 13-15,,2857.96896007976
3535,10896,HIGHLAND PARK WAY SW,193,N,1970/01/01 00:00:00+00,,,23000,,23000,Estimate,,198.293349293943
3536,"22298,22301,22300,22299",SW HENDERSON ST,110,N,2013/05/13 00:00:00+00,,,6285,6026,6300,Study - 13-15,,1234.15234330112
3537,"15797,15800,15799,15798,17249,17250,17248","N 65TH ST,NE 65TH ST",1638,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,1457.64670620364
3538,16732,NE 40TH ST,1387,N,2015/05/18 00:00:00+00,,,18854,16647,18900,Study - 13-15,,486.832997788441
3539,"14861,14860,14863,14859,14862",E THOMAS ST,1092,N,1970/01/01 00:00:00+00,,,10500,,10500,Estimate,,1322.34194917293
3540,7886,6TH AVE,903,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,254.758624914407
3541,18090,NE RAVENNA BLVD,1600,N,2014/10/21 00:00:00+00,,,3656,3620,3700,Study - 13-15,,414.720318696006
3542,"14416,14417,14418",EAST MARGINAL WAY S,185,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,2434.82903312633
3543,13183,UNION ST,797,Y,2015/12/01 00:00:00+00,,,15159,14220,15200,Study - 13-15,,321.874416318632
3544,"19232,19233",NW MARKET ST,1570,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,644.446406109071
3545,16812,NE 43RD ST,1418,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,284.93675917908
3546,"15273,15274,15278,15267,15272,15279,15269,15275,15268,15270,15277,15271,15276",N 145TH ST,1932,N,2015/06/18 00:00:00+00,,,29485,27963,29500,Study - 13-15,,2662.87213559986
